id,name,card_type,color,cost,life,effect,type,counter,power,attribute,block,collection_name,collection_id,trigger,trigger_effect
ST13-004,Edward.Newgate,Character,Yellow,6,NULL,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",The Four Emperors/Whitebeard Pirates,NULL,7000,Special,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-005,Emporio.Ivankov,Character,Yellow,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",Revolutionary Army,NULL,4000,Special,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-006,Curly.Dadan,Character,Yellow,5,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",Mountain Bandits,NULL,4000,Slash,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-007,Sabo,Character,Yellow,2,NULL,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Goa Kingdom,NULL,2000,Strike,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-008,Sabo,Character,Yellow,5,NULL,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Dressrosa/Revolutionary Army,NULL,6000,Special,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-009,Shanks,Character,Yellow,7,NULL,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",The Four Emperors/Red-Haired Pirates,NULL,7000,Slash,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-010,Portgas.D.Ace,Character,Yellow,2,NULL,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Goa Kingdom,NULL,2000,Strike,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-011,Portgas.D.Ace,Character,Yellow,5,NULL,"[On Play] If you have 2 or less Life cards, this Character gains [Rush]. || (This card can attack on the turn in which it is played.)",Whitebeard Pirates,NULL,7000,Special,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-012,Makino,Character,Yellow,1,NULL,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.,Windmill Village,NULL,0,Wisdom,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-013,Monkey.D.Garp,Character,Yellow,1,NULL,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Navy,NULL,2000,Strike,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-014,Monkey.D.Luffy,Character,Yellow,2,NULL,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Goa Kingdom,NULL,2000,Strike,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-015,Monkey.D.Luffy,Character,Yellow,5,NULL,"[Activate: Main] [Once Per Turn] This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",Supernovas/Straw Hat Crew,NULL,6000,Strike,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-016,Yamato,Character,Yellow,5,NULL,[Rush] (This card can attack on the turn in which it is played.) || [On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.,Land of Wano,NULL,4000,Strike,Block 2,Ultra Deck: The Three Brothers,NULL,False,NULL
ST13-017,Flame Dragon King,Event,Yellow,2,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, look at all your Life cards and place them back in your Life area in any order.",Dressrosa/Revolutionary Army,NULL,NULL,NULL,Block 2,Ultra Deck: The Three Brothers,NULL,True,You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.
ST13-018,Gum-Gum Jet Spear,Event,Yellow,1,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 0 Life cards, draw 1 card.",Punk Hazard/Straw Hat Crew,NULL,NULL,NULL,Block 2,Ultra Deck: The Three Brothers,NULL,True,You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.
ST13-019,The Three Brothers' Bond,Event,Yellow,1,NULL,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Goa Kingdom,NULL,NULL,NULL,Block 2,Ultra Deck: The Three Brothers,NULL,True,Activate this card's [Main] effect.
ST14-001,Monkey.D.Luffy,Leader,Black,NULL,5,"[DON!! x1] All of your Characters gain +1 cost. If you have a Character with a cost of 8 or more, this Leader gains +1000 power.",Straw Hat Crew,NULL,5000,Strike,Block 2,3D2Y,NULL,False,NULL
ST14-002,Usopp,Character,Black,3,NULL,"[DON!! x1] [When Attacking] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",Straw Hat Crew,NULL,4000,Ranged,Block 2,3D2Y,NULL,False,NULL
ST14-003,Sanji,Character,Black,5,NULL,"[On Play] If you have a Character with a cost of 6 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",Straw Hat Crew,NULL,6000,Strike,Block 2,3D2Y,NULL,False,NULL
ST14-004,Jinbe,Character,Black,3,NULL,[Activate: Main] [Once Per Turn] Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,Fish-Man/The Sun Pirates,NULL,4000,Strike,Block 2,3D2Y,NULL,False,NULL
ST14-005,Tony Tony.Chopper,Character,Black,4,NULL,,Animal/Straw Hat Crew,NULL,6000,Wisdom,Block 2,3D2Y,NULL,False,NULL
ST14-006,Nami,Character,Black,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] If you have 6 or less cards in your hand and a Character with a cost of 8 or more, draw 1 card.",Straw Hat Crew,NULL,2000,Special,Block 2,3D2Y,NULL,False,NULL
ST14-007,Nico Robin,Character,Black,6,NULL,"[On Play]/[When Attacking] If you have a Character with a cost of 8 or more, give up to 1 of your opponent's Characters −5 cost during this turn.",Straw Hat Crew,NULL,7000,Strike,Block 2,3D2Y,NULL,False,NULL
ST14-008,Haredas,Character,Black,1,NULL,"[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn. Then, if you have a Character with a cost of 8 or more, draw 1 card and trash 1 card from your hand.",Sky Island,NULL,0,Wisdom,Block 2,3D2Y,NULL,False,NULL
ST14-009,Franky,Character,Black,5,NULL,"[DON!! x1] [Opponent's Turn] If you have a Character with a cost of 6 or more, this Character cannot be K.O.'d by your opponent's effects and gains +2000 power.",Straw Hat Crew,NULL,6000,Special,Block 2,3D2Y,NULL,False,NULL
ST14-010,Brook,Character,Black,5,NULL,,Straw Hat Crew,NULL,7000,Slash,Block 2,3D2Y,NULL,False,NULL
ST14-011,Heracles,Character,Black,1,NULL,[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,Bowin Island,NULL,2000,Wisdom,Block 2,3D2Y,NULL,False,NULL
ST14-012,Monkey.D.Luffy,Character,Black,8,NULL,"If you have a Character with a cost of 10 or more, this Character gains [Rush]. || (This card can attack on the turn in which it is played.)",Straw Hat Crew,NULL,10000,Strike,Block 2,3D2Y,NULL,False,NULL
ST14-013,Roronoa Zoro,Character,Black,6,NULL,,Straw Hat Crew,NULL,8000,Slash,Block 2,3D2Y,NULL,False,NULL
ST14-014,Gum-Gum Giant Rifle,Event,Black,1,NULL,"[Counter] If you have a Character with a cost of 8 or more, up to 1 of your Leader or Character cards gains +3000 power during this battle.",Straw Hat Crew,NULL,NULL,NULL,Block 2,3D2Y,NULL,True,Add up to 1 of your Character cards with a cost of 2 or less from your trash to your hand.
ST14-015,Gum-Gum Diable Three-Swords Style Mouten Jet Six Hundred Pound Phoenix Cannon,Event,Black,2,NULL,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",Straw Hat Crew,NULL,NULL,NULL,Block 2,3D2Y,NULL,True,"If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less."
ST14-016,I Have My Crew!!,Event,Black,1,NULL,"[Main] Draw 1 card. Then, up to 1 of your Characters gains +3 cost until the end of your opponent's next turn.",Straw Hat Crew,NULL,NULL,NULL,Block 2,3D2Y,NULL,True,K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
ST14-017,Thousand Sunny,Stage,Black,1,NULL,"All of your black {Straw Hat Crew} type Characters gain +1 cost. [On Play] If your Leader has the {Straw Hat Crew} type, draw 1 card.",Straw Hat Crew,NULL,NULL,NULL,Block 2,3D2Y,NULL,False,NULL
ST15-001,Atmos,Character,Red,4,NULL,"[When Attacking] If your Leader is [Edward.Newgate], you cannot add Life cards to your hand using your own effects during this turn.",Whitebeard Pirates,NULL,5000,Slash,Block 3,RED Edward.Newgate,NULL,False,NULL
ST15-002,Edward.Newgate,Character,Red,7,NULL,[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters. || [Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with 5000 power or less.,The Four Emperors/Whitebeard Pirates,NULL,8000,Special,Block 3,RED Edward.Newgate,NULL,False,NULL
ST15-003,Kingdew,Character,Red,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [Opponent's Turn] When this Character is K.O.'d by an effect, up to 1 of your Leader gains +2000 power during this turn.",Whitebeard Pirates,NULL,4000,Strike,Block 3,RED Edward.Newgate,NULL,False,NULL
ST15-004,Thatch,Character,Red,1,NULL,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −2000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",Whitebeard Pirates,NULL,2000,Slash,Block 3,RED Edward.Newgate,NULL,False,NULL
ST15-005,Portgas.D.Ace,Character,Red,5,NULL,"If your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush]. || (This card can attack on the turn in which it is played.) || [Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.",Whitebeard Pirates,NULL,6000,Special,Block 3,RED Edward.Newgate,NULL,False,NULL
ST16-001,Uta,Character,Green,4,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [Activate: Main] [Once Per Turn] You may trash 1 {FILM} type card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",FILM,NULL,6000,Special,Block 3,GREEN Uta,NULL,False,NULL
ST16-002,Gordon,Character,Green,2,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Your Opponent's Attack] You may trash any number of {Music} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.",FILM,NULL,0,Wisdom,Block 3,GREEN Uta,NULL,False,NULL
ST16-003,Charlotte Katakuri,Character,Green,3,NULL,"If your Leader has the {FILM} type and you have 6 or more rested cards, this Character gains +2000 power.",FILM/Big Mom Pirates,NULL,4000,Strike,Block 3,GREEN Uta,NULL,False,NULL
ST16-004,Shanks,Character,Green,9,NULL,[On Play] K.O. up to 1 of your opponent's rested Characters.,FILM/The Four Emperors/Red-Haired Pirates,NULL,11000,Slash,Block 3,GREEN Uta,NULL,False,NULL
ST16-005,Monkey.D.Luffy,Character,Green,2,NULL,"If you have a rested [Uta], this Character gains +1000 power.",FILM/Supernovas/Straw Hat Crew,NULL,3000,Strike,Block 3,GREEN Uta,NULL,False,NULL
ST17-001,Crocodile,Character,Blue,4,NULL,"[On Play] Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type card, draw 2 cards and place 1 card from your hand at the top of your deck.",The Seven Warlords of the Sea/Baroque Works,NULL,5000,Special,Block 3,BLUE Donquixote Doflamingo,NULL,False,NULL
ST17-002,Trafalgar Law,Character,Blue,4,NULL,"[On Play] You may return 1 of your Characters to the owner's hand: If your Leader has the {The Seven Warlords of the Sea} type, return up to 1 Character with a cost of 4 or less to the owner's hand.",The Seven Warlords of the Sea/Heart Pirates,NULL,5000,Slash,Block 3,BLUE Donquixote Doflamingo,NULL,False,NULL
ST17-003,Buggy,Character,Blue,1,NULL,[On Play] Look at 3 cards from the top of your deck and place them at the top of your deck in any order.,The Seven Warlords of the Sea/Buggy's Delivery,NULL,2000,Slash,Block 3,BLUE Donquixote Doflamingo,NULL,False,NULL
ST17-004,Boa Hancock,Character,Blue,4,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of your deck in any order. Then, give up to 1 rested DON!! card to 1 of your {The Seven Warlords of the Sea} type Leader or Character cards.",The Seven Warlords of the Sea/Kuja Pirates,NULL,6000,Special,Block 3,BLUE Donquixote Doflamingo,NULL,False,NULL
ST17-005,Marshall.D.Teach,Character,Blue,2,NULL,[Activate: Main] [Once Per Turn] You may place 1 card from your hand at the top of your deck: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,The Seven Warlords of the Sea/Blackbeard Pirates,NULL,3000,Special,Block 3,BLUE Donquixote Doflamingo,NULL,False,NULL
ST18-001,Uso-Hachi,Character,Purple,3,NULL,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",Straw Hat Crew,NULL,3000,Ranged,Block 3,PURPLE Monkey.D.Luffy,NULL,False,NULL
ST18-002,O-Nami,Character,Purple,4,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] If you have 8 or more DON!! cards on your field, trash 1 card from your hand and draw 2 cards.",Straw Hat Crew,NULL,2000,Special,Block 3,PURPLE Monkey.D.Luffy,NULL,False,NULL
ST18-003,San-Gorou,Character,Purple,5,NULL,"[When Attacking] [Once Per Turn] If you have 8 or more DON!! cards on your field, draw 1 card.",Straw Hat Crew,NULL,6000,Strike,Block 3,PURPLE Monkey.D.Luffy,NULL,False,NULL
ST18-004,Zoro-Juurou,Character,Purple,4,NULL,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Straw Hat Crew,NULL,6000,Slash,Block 3,PURPLE Monkey.D.Luffy,NULL,False,NULL
ST18-005,Luffy-Tarou,Character,Purple,7,NULL,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 purple {Straw Hat Crew} type Character card with a cost of 5 or less from your hand.,Straw Hat Crew,NULL,8000,Strike,Block 3,PURPLE Monkey.D.Luffy,NULL,False,NULL
ST19-001,Smoker,Character,Black,6,NULL,[On Play] You may trash 1 black {Navy} type card from your hand: Up to 2 of your opponent's Characters with a cost of 4 or less cannot attack until the end of your opponent's next turn.,Navy,NULL,8000,Special,Block 3,BLACK Smoker,NULL,False,NULL
ST19-002,Sengoku,Character,Black,1,NULL,"[On Play] You may trash 2 black {Navy} type cards from your hand: If your Leader has the {Navy} type, draw 3 cards.",Navy,NULL,1000,Wisdom,Block 3,BLACK Smoker,NULL,False,NULL
ST19-003,Tashigi,Character,Black,5,NULL,"[On Play] If your Leader is [Smoker], give up to 1 of your opponent's Characters −4 cost during this turn. || [Activate: Main] [Once Per Turn] If this Character was played on this turn, trash up to 1 of your opponent's Characters with a cost of 0.",Navy,NULL,6000,Slash,Block 3,BLACK Smoker,NULL,False,NULL
ST19-004,Hina,Character,Black,4,NULL,[DON!! x1] [Opponent's Turn] This Character gains +4 cost. || [Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Navy,NULL,6000,Special,Block 3,BLACK Smoker,NULL,False,NULL
ST19-005,Monkey.D.Garp,Character,Black,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 of your opponent's Characters −1 cost during this turn.",Navy,NULL,4000,Strike,Block 3,BLACK Smoker,NULL,False,NULL
ST20-001,Charlotte Katakuri,Character,Yellow,5,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Big Mom Pirates,NULL,6000,Strike,Block 3,YELLOW Charlotte Katakuri,NULL,False,NULL
ST20-002,Charlotte Cracker,Character,Yellow,4,NULL,"[Once Per Turn] If this Character would be K.O.'d by an effect, you may trash 1 card from the top of your Life cards instead. ||  || [Trigger] You may trash 1 card from your hand: Play this card.",Big Mom Pirates,NULL,5000,Slash,Block 3,YELLOW Charlotte Katakuri,NULL,False,NULL
ST20-003,Charlotte Brulee,Character,Yellow,3,NULL,,Big Mom Pirates,NULL,3000,Special,Block 3,YELLOW Charlotte Katakuri,NULL,True,"Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, add this card to your hand."
ST20-004,Charlotte Pudding,Character,Yellow,3,NULL,[On Play] You may add 1 card from the top of your Life cards to your hand: Set up to 1 of your {Big Mom Pirates} type Characters with a cost of 3 or less as active. ||  || [Trigger] Rest up to 1 of your opponent's Characters with a cost of 3 or less.,Big Mom Pirates,NULL,2000,Wisdom,Block 3,YELLOW Charlotte Katakuri,NULL,False,NULL
ST20-005,Charlotte Linlin,Character,Yellow,6,NULL,[On Play] You may trash 1 card from your hand: Your opponent chooses one: || • Your opponent trashes 2 cards from their hand. || • Trash 1 card from the top of your opponent's Life cards.,The Four Emperors/Big Mom Pirates,NULL,7000,Special,Block 3,YELLOW Charlotte Katakuri,NULL,False,NULL
ST21-001,Monkey.D.Luffy,Leader,Red,NULL,5,[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 2 rested DON!! cards to 1 of your Characters.,The Four Emperors/Straw Hat Crew,NULL,5000,Strike,Block 3,EX Gear 5,NULL,False,NULL
ST21-002,Usopp,Character,Red,2,NULL,[DON!! x2] [Opponent's Turn] This Character gains +2000 power.,Straw Hat Crew,NULL,3000,Ranged,Block 3,EX Gear 5,NULL,False,NULL
ST21-003,Sanji,Character,Red,2,NULL,"[On Play] Select up to 1 of your {Straw Hat Crew} type Characters with 6000 power or more. If the selected Character attacks during this turn, your opponent cannot activate [Blocker].",Straw Hat Crew,NULL,3000,Strike,Block 3,EX Gear 5,NULL,False,NULL
ST21-004,Jewelry Bonney,Character,Red,1,NULL,[DON!! x2] [On K.O.] Draw 1 card.,Egghead/Bonney Pirates,NULL,3000,Special,Block 3,EX Gear 5,NULL,False,NULL
ST21-005,Jinbe,Character,Red,2,NULL,,Fish-Man/Straw Hat Crew,NULL,4000,Strike,Block 3,EX Gear 5,NULL,False,NULL
ST21-006,Stussy,Character,Red,3,NULL,,Egghead,NULL,5000,Special,Block 3,EX Gear 5,NULL,False,NULL
ST21-007,Sentomaru,Character,Red,2,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Egghead/Navy,NULL,2000,Slash,Block 3,EX Gear 5,NULL,False,NULL
ST21-008,Tony Tony.Chopper,Character,Red,4,NULL,,Animal/Straw Hat Crew,NULL,6000,Wisdom,Block 3,EX Gear 5,NULL,False,NULL
ST21-009,Nami,Character,Red,3,NULL,[Activate: Main] [Once Per Turn] Give up to 2 rested DON!! cards to 1 of your {Straw Hat Crew} type Leader or Character cards.,Straw Hat Crew,NULL,1000,Special,Block 3,EX Gear 5,NULL,False,NULL
ST21-010,Nico Robin,Character,Red,3,NULL,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,Straw Hat Crew,NULL,4000,Strike,Block 3,EX Gear 5,NULL,False,NULL
ST21-011,Franky,Character,Red,3,NULL,[DON!! x2] [Opponent's Turn] All of your {Straw Hat Crew} type Characters with 4000 base power or less gain +1000 power.,Straw Hat Crew,NULL,4000,Strike,Block 3,EX Gear 5,NULL,False,NULL
ST21-012,Brook,Character,Red,3,NULL,[When Attacking] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,Straw Hat Crew,NULL,4000,Slash,Block 3,EX Gear 5,NULL,False,NULL
ST21-013,Vegapunk,Character,Red,1,NULL,,Scientist/Egghead,NULL,3000,Wisdom,Block 3,EX Gear 5,NULL,False,NULL
ST21-014,Monkey.D.Luffy,Character,Red,5,NULL,[Rush] (This card can attack on the turn in which it is played.) || [When Attacking] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,The Four Emperors/Straw Hat Crew,NULL,6000,Strike,Block 3,EX Gear 5,NULL,False,NULL
ST21-015,Roronoa Zoro,Character,Red,4,NULL,[DON!! x2] This Character gains [Rush]. || [On K.O.] Play up to 1 red Character card with 6000 power or less other than [Roronoa Zoro] from your hand.,Straw Hat Crew,NULL,5000,Slash,Block 3,EX Gear 5,NULL,False,NULL
ST21-016,Gum-Gum Dawn Whip,Event,Red,2,NULL,"[Main] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, up to 1 of your opponent's Characters with 4000 power or less cannot activate [Blocker] during this turn.",The Four Emperors/Straw Hat Crew,NULL,NULL,NULL,Block 3,EX Gear 5,NULL,True,K.O. up to 1 of your opponent's Characters with 4000 power or less.
ST21-017,Gum-Gum Mole Pistol,Event,Red,4,NULL,"[Main] Give up to 1 of your opponent's Characters −5000 power during this turn. Then, if you have a Character with 6000 power or more, K.O. up to 1 of your opponent's Characters with 2000 power or less.",The Four Emperors/Straw Hat Crew,NULL,NULL,NULL,Block 3,EX Gear 5,NULL,True,Activate this card's [Main] effect.
ST22-001,Ace & Newgate,Leader,Blue,NULL,5,"[Activate: Main] [Once Per Turn] You may reveal 1 card with a type including ""Whitebeard Pirates"" from your hand: Draw 1 card and place the revealed card at the top of your deck.",The Four Emperors/Whitebeard Pirates,NULL,5000,Special,Block 3,Ace & Newgate,NULL,False,NULL
ST22-002,Izo,Character,Blue,1,NULL,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order. || [On Your Opponent's Attack] You may trash this Character: Draw 1 card and place 1 card from your hand at the bottom of your deck.",Land of Wano/Whitebeard Pirates,NULL,0,Ranged,Block 3,Ace & Newgate,NULL,False,NULL
ST22-003,Edward.Newgate,Character,Blue,9,NULL,"[Double Attack] (This card deals 2 damage.) || [On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards.",The Four Emperors/Whitebeard Pirates,NULL,10000,Special,Block 3,Ace & Newgate,NULL,False,NULL
ST22-004,Elmy,Character,Blue,3,NULL,,Whitebeard Pirates Allies,NULL,5000,Strike,Block 3,Ace & Newgate,NULL,False,NULL
ST22-005,Kouzuki Oden,Character,Blue,7,NULL,"If this Character would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead. || [Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards and return 1 of your Characters other than this Character to the owner's hand: Set this Character as active.",Land of Wano/Kouzuki Clan/Whitebeard Pirates,NULL,8000,Slash,Block 3,Ace & Newgate,NULL,False,NULL
ST22-006,Jozu,Character,Blue,7,NULL,"[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards and trash 1 card from your hand.",Whitebeard Pirates,NULL,8000,Strike,Block 3,Ace & Newgate,NULL,False,NULL
ST22-007,Squard,Character,Blue,1,NULL,"[Activate: Main] [Once Per Turn] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Whitebeard Pirates Allies,NULL,2000,Slash,Block 3,Ace & Newgate,NULL,False,NULL
ST22-008,Decalvan Brothers,Character,Blue,2,NULL,,Whitebeard Pirates Allies,NULL,4000,Strike,Block 3,Ace & Newgate,NULL,False,NULL
ST22-009,Vista,Character,Blue,1,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Whitebeard Pirates,NULL,1000,Slash,Block 3,Ace & Newgate,NULL,False,NULL
ST22-010,Portgas.D.Ace,Character,Blue,5,NULL,,Whitebeard Pirates,NULL,6000,Special,Block 3,Ace & Newgate,NULL,False,NULL
ST22-011,Whitey Bay,Character,Blue,1,NULL,"[Your Turn] [On Play] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: Up to 1 of your Leader with a type including ""Whitebeard Pirates"" gains +2000 power during this turn.",Whitebeard Pirates,NULL,1000,Slash,Block 3,Ace & Newgate,NULL,False,NULL
ST22-012,Marco,Character,Blue,4,NULL,"[Once Per Turn] If this Character would be K.O.'d by your opponent's effect, you may trash 1 card from your hand instead. || [When Attacking] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", this Character gains +1000 power until the end of your opponent's next turn.",Whitebeard Pirates,NULL,5000,Special,Block 3,Ace & Newgate,NULL,False,NULL
ST22-013,LittleOars Jr.,Character,Blue,5,NULL,,Giant/Whitebeard Pirates Allies,NULL,7000,Strike,Block 3,Ace & Newgate,NULL,False,NULL
ST22-014,A.O.,Character,Blue,4,NULL,,Whitebeard Pirates Allies,NULL,6000,Slash,Block 3,Ace & Newgate,NULL,False,NULL
ST22-015,I Am Whitebeard!!,Event,Blue,8,NULL,"[Main] If your Leader's type includes ""Whitebeard Pirates"", play up to 1 [Edward.Newgate] from your hand. Then, you may add 1 card from the top or bottom of your Life cards to your hand. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",The Four Emperors/Whitebeard Pirates,NULL,NULL,NULL,Block 3,Ace & Newgate,NULL,False,NULL
ST22-016,Take That Back!! Take Back What You Said!!,Event,Blue,1,NULL,"[Counter] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", up to 1 of your Leader or Character cards gains +4000 power during this battle.",Whitebeard Pirates,NULL,NULL,NULL,Block 3,Ace & Newgate,NULL,True,Draw 1 card.
ST22-017,Fire Fist,Event,Blue,5,NULL,"[Main] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: Draw 1 card. Then, place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.",Whitebeard Pirates,NULL,NULL,NULL,Block 3,Ace & Newgate,NULL,True,Return up to 1 Character with a cost of 3 or less to the owner's hand.
ST23-001,Uta,Character,Red,6,NULL,"If you have a Character with 10000 power or more, give this card in your hand −4 cost. || [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",FILM,NULL,4000,Special,Block 3,RED Shanks,NULL,False,NULL
